Date,Name,Type_content,type event,colab/featuring with,Location,instagram post,registration,RVSP,Protocol to mint,NFT URL,CHAIN NFT,Mints NFT,POAP LINK,Collectors POAP,Chain POAP,Recap Social Media,Registro Fotografico,Carpeta del Evento,Youtube Recording
16/08/2023,Ethereum Birthday - Empresarios Web3,Meetup,own,,"Colectivo Coworking: https://maps.app.goo.gl/2kNFWM883z1jCdez7",https://www.instagram.com/p/Cv_LFbMN56U/?img_index=1,https://www.meetup.com/es-ES/ethereumcali/events/294439100/?eventOrigin=group_events_list,29,POAP,NA,NA,NA,https://poap.gallery/drops/147806,13,Gnosis,https://www.instagram.com/p/CwjPLlLtHcc/?img_index=1,2023 06 30 Registro Fotografico,2023 06 30 ETH Cumpleaños 2023,https://youtu.be/cqtfKeaYViM?si=uxbdhvzNl_QO1Z_g
19/08/2023,Workshop: Set-up en EVM: Una Wallet, un Token y un NFT,Workshop,Colab,"Python Cali: python.org.co/usuarios/python-cali/","Universidad Libre: https://maps.app.goo.gl/7hfQyZcaDXTnKk7w5",https://www.instagram.com/p/CwFzAKruQIb/,https://www.meetup.com/es-ES/ethereumcali/events/295522958/?eventOrigin=group_events_list,10,POAP,NA,NA,NA,https://poap.gallery/drops/147944,20,Gnosis,https://www.instagram.com/p/Cwz6uP9u8kS/?img_index=1,2023 08 19 registro fotografico,2023 08 19 Setup EVM: Una Wallet, un Token y un NFT,
24/08/2023,Ethereum Starter Pack - Billeteras Blockchain Self-Custodial,Workshop,Colab,"Universidad ICESI: https://www.icesi.edu.co","Universidad ICESI: https://maps.app.goo.gl/fSBzBAzGZXsGWB1S8",https://www.instagram.com/p/CwRXIWKNtgu/,https://www.meetup.com/ethereumcali/events/295624050/?utm_medium=referral&utm_campaign=share-btn_savedevents_share_modal&utm_source=link&utm_version=v2,10,,,,,,,,https://www.instagram.com/p/CxE1GWYtX8p/?img_index=1,,2023-8-24 21sep - Ethereum Starter Pack ICESI,
31/08/2023,Ethereum Starter Pack - Blockchain y WEB3,Workshop,Colab,"Universidad ICESI: https://www.icesi.edu.co","Universidad ICESI: https://maps.app.goo.gl/fSBzBAzGZXsGWB1S8",https://www.instagram.com/p/CwlyZgkNdEh/,https://www.meetup.com/ethereumcali/events/295750565/?utm_medium=referral&utm_campaign=share-btn_savedevents_share_modal&utm_source=link&utm_version=v2,4,,,,,,,,,,,,2023-8-24 21sep - Ethereum Starter Pack ICESI,
07/09/2023,Ethereum Starter Pack  - Ethereum 101,Workshop,Colab,"Universidad ICESI: https://www.icesi.edu.co","Universidad ICESI: https://maps.app.goo.gl/fSBzBAzGZXsGWB1S8",https://www.instagram.com/p/Cwyt0XmNTCL/,https://www.meetup.com/ethereumcali/events/295897367/?utm_medium=referral&utm_campaign=share-btn_savedevents_share_modal&utm_source=link&utm_version=v2,4,Unlock Protocol,https://polygonscan.com/address/0xaDc3D1f73d2fa9aee898fAe36C8D95A9D756B680,Polygon,0,,,,,,,,2023-8-24 21sep - Ethereum Starter Pack ICESI,
14/09/2023,Ethereum Starter Pack - Defi,Workshop,Colab,"Universidad ICESI: https://www.icesi.edu.co","Universidad ICESI: https://maps.app.goo.gl/fSBzBAzGZXsGWB1S8",NA,https://app.unlock-protocol.com/event/ethereum-starter-pack-n-4,,Unlock Protocol + POAP,https://polygonscan.com/token/0x70bd76e89478400d9ee4c0f1200e53e751610ecf,Polygon,4,https://poap.gallery/drops/150009,0,Gnosis,,,,2023-8-24 21sep - Ethereum Starter Pack ICESI,
18/09/2023,Capital Summit 2023,Event,Attendees,"Cento de eventos valle del Pacifico: https://valledelpacifico.co/en/valle-del-pacifico-event-center/","Cento de Ventos Valle del Pacifico: https://valledelpacifico.co/en/valle-del-pacifico-event-center/",https://www.instagram.com/p/CuZ5rD0OxUQ/,,,,,,,,,,,,https://www.instagram.com/p/CxVgKcAuGJy/?img_index=1,2023 08 18 Registro Fotografico,2023 09 18 Capital Summit 2023,
21/09/2023,Ethereum Starter Pack - NFT 101,Workshop,Colab,"Universidad ICESI: https://www.icesi.edu.co","Universidad ICESI: https://maps.app.goo.gl/fSBzBAzGZXsGWB1S8",NA,https://app.unlock-protocol.com/event/ethereum-starter-pack-4-nft-101-icesi,,Unlock Protocol + POAP,https://polygonscan.com/token/0xD8b6092d2DB8E71eb7753d0F5Ad13B5C0cD59457,Polygon,2,https://poap.gallery/drops/150539,6,Gnosis,,,,2023-8-24 21sep - Ethereum Starter Pack ICESI,
12/10/2023,Ethereum Starter Pack - Seguridad en WEB3,Workshop,Colab,"Universidad ICESI: https://www.icesi.edu.co","Universidad ICESI: https://maps.app.goo.gl/fSBzBAzGZXsGWB1S8",NA,https://app.unlock-protocol.com/event/ethereum-starter-pack-7-seguridad-web-3-101-icesi,,Unlock Protocol,https://optimistic.etherscan.io/token/0xfcf03741a264a00fda35a5814e669968cab95204,Optimism,4,,,,,,,,2023-8-24 21sep - Ethereum Starter Pack ICESI,
04/10/2023,Blockchain Summit Latam 2023,Event,Voluntering,"Blockchain Summit latam: https://blockchainsummit.la/","Agora: https://maps.app.goo.gl/psm34tA11wb5kh2V8",https://www.instagram.com/p/CxG5TrWpR_1/,,,,,,,,,,,,https://www.instagram.com/p/CyRijBGpPP5/?img_index=1,2023 10 04 Registro Fotografico,2023 10 4 a 6 Blockchain Summit Latam,
07/10/2023,ETHColombia Day,Meetup,Ethcolombia,"Life 72: https://maps.app.goo.gl/xnr5X1thAj8m9XQa8","Life 72: https://maps.app.goo.gl/xnr5X1thAj8m9XQa8",https://www.instagram.com/p/CyRn6mzpgDm/,,,,,,,,,,,,https://www.instagram.com/p/CyRrv2RJ5Ai/?img_index=1,2023 10 07 Registro Fotografico,2023 10 07 ETHColombia day,
23/10/2023,Python Day Cali,Event,Attendees,"Universidad UAO: https://www.uao.edu.co/","Universidad UAO: https://maps.app.goo.gl/oZjghE9Z3Zsk6i9H8",https://www.instagram.com/p/CxQ6VF8P8qW/,,,,,,,,,,,,https://www.instagram.com/p/CzHoOyeJYkJ/?img_index=1,2023 10 23 Registro Gotogtafico,2023 10 23 Pyday Cali,
03/11/2023,Data DAY UAO,Conference,own,"Universidad UAO: https://www.uao.edu.co/","Universidad UAO: https://maps.app.goo.gl/oZjghE9Z3Zsk6i9H8",https://www.instagram.com/p/CzG11AwulFX/,NA,,POAP,NA,NA,NA,https://poap.gallery/drops/157654,3,Gnosis,,,,2023 11 03 Registro Fotografico,2023-11-3 DataDay en UAO,
04/11/2023,Ramada Cafe Opening,Meetup,Colab,"Ramada Cafe: https://www.instagram.com/ramadacafeco/","Ramada Cafe: https://maps.app.goo.gl/RCNYuJLKH1kLJo5TA",,https://app.unlock-protocol.com/event/inauguracion-ramada-cafe-cripto-cafe,,Unlock Protocol + POAP,https://polygonscan.com/token/0xc67db733d754753ca19a3502f36756e9e4141cbd,Polygon,15,https://poap.gallery/drops/157665,0,Gnosis,https://www.instagram.com/p/Czg86JCgC67/?img_index=1,2023 11 04 registro fotografico,2023-11-04 Inauguracion Ramada Cafe,
18/11/2023,Taller Programación de Contratos Inteligentes con Solidity - ICESI,Workshop,Colab,"Universidad ICESI: https://www.icesi.edu.co","Universidad ICESI: https://maps.app.goo.gl/fSBzBAzGZXsGWB1S8",,https://app.unlock-protocol.com/event/taller-programacion-de-contratos-inteligentes-icesi,,Unlock Protocol + POAP,https://polygonscan.com/token/0x2296e9d389a8c7dc2598d197e9fe43ea12052883,Polygon,22,https://poap.gallery/drops/159246,16,Gnosis,https://www.instagram.com/p/Cz16mJrA9Jx/?img_index=3,2023 11 18 Taller Programacion Solidity,2023 11 18 Taller Programacion Solidity ICESI,
27/11/2023,Hackathon WEB3 Ethcolombia,Hackathon,Ethcolombia,"Ramada Cafe: https://www.instagram.com/ramadacafeco/","Ramada Cafe: https://www.instagram.com/ramadacafeco/",https://www.instagram.com/p/C0MsMz6g4So/?img_index=1,,,,,,,,,,,,https://www.instagram.com/p/C0wee_lssGZ/?img_index=1,,
16/12/2023,Proof-of-stake,Meetup,own,,"Ramada Cafe: https://maps.app.goo.gl/RCNYuJLKH1kLJo5TA",,https://app.unlock-protocol.com/event/proof-of-stake,,Unlock Protocol,https://optimistic.etherscan.io/token/0x9eb1dc77ac01b823f94c25ea054650930a3b7050,Optimism,7,,,,,,,,
09/03/2024,"Ronda de financiamiento Cuadratico ETHColombia 2024",,Ethcolombia,"Hotel Torre de Cali:  https://www.meetup.com/es-ES/ethereumcali/events/299455403/?utm_medium=referral&utm_campaign=yourEvent_savedevents_share_modal&utm_source=link&utm_version=v2","Hotel torre de cali:  https://maps.app.goo.gl/S3DmDRNcCb5gN7vp8",,,,,,,,,,,,,https://x.com/ethereum_cali/status/1768756233689874479/photo/1,,,https://youtu.be/K1uri7YFuLk?si=l-Jjqp_2zmGQ5vvb
22/05/2024,Global Pizza Party # 2,Meetup,Colab,"instagram.com/enefty.co/  ","Albahaca Terraza:  https://maps.app.goo.gl/ptjQG1A1RoE6TmHX8  ",https://www.instagram.com/p/C67iN9MtZSL/,,,,,,,,NA,-,,,,,
14/10/2024,Devcon VII Thailandia,Event,Voluntering,,,,,,,,,,,,,,,,,
22/05/2025,Global Pizza Party #3,,Colab,"instagram.com/enefty.co/  ","Albahaca Terraza: https://maps.app.goo.gl/ptjQG1A1RoE6TmHX8 ",,https://app.unlock-protocol.com/event/global-pizza-party-cali,70,,https://basescan.org/address/0x95cDEA5535E8b601a4B588dF8F19bb02C618f0e1,,,,Base,,https://drive.google.com/drive/u/0/folders/1wxH-HB2CiZ12M1aJpk9JW-DSQ2FdRAb9,, 
